INSTNM,CITY,STABBR,TUITIONFEE_IN,TUITIONFEE_OUT,GraduationRate
Saint Michael's College,Colchester,VT,50040.0,50040.0,0.6887
Sterling College,Craftsbury Common,VT,40760.0,40760.0,0.4286
Vermont State University,Randolph,VT,11400.0,21408.0,0.4894
University of Vermont,Burlington,VT,18890.0,43890.0,0.7856
Averett University,Danville,VA,38550.0,38550.0,0.4357
Bluefield University,Bluefield,VA,29696.0,29696.0,0.2714
Bridgewater College,Bridgewater,VA,41350.0,41350.0,0.4944
William & Mary,Williamsburg,VA,25040.0,49412.0,0.9101
Regent University,Virginia Beach,VA,20686.0,20686.0,0.5409
Christopher Newport University,Newport News,VA,16351.0,30988.0,0.7508
Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,18457.0,18457.0,0.281
Emory & Henry University,Emory,VA,35280.0,35280.0,0.5375
Eastern Mennonite University,Harrisonburg,VA,41860.0,41860.0,0.4709
Ferrum College,Ferrum,VA,38320.0,38320.0,0.2886
George Mason University,Fairfax,VA,13815.0,39397.0,0.6932
Hampden-Sydney College,Hampden-Sydney,VA,52388.0,52388.0,0.6527
Hampton University,Hampton,VA,29162.0,29162.0,0.5567
Hollins University,Roanoke,VA,42260.0,42260.0,0.6968
James Madison University,Harrisonburg,VA,13576.0,30790.0,0.8089
Liberty University,Lynchburg,VA,21222.0,21222.0,0.6348
Longwood University,Farmville,VA,15200.0,27410.0,0.616
University of Lynchburg,Lynchburg,VA,35540.0,35540.0,0.6162
Centra College,Lynchburg,VA,12263.0,12263.0,1.0
Mary Baldwin University,Staunton,VA,33157.0,33157.0,0.5566
University of Mary Washington,Fredericksburg,VA,14559.0,31479.0,0.6738
Marymount University,Arlington,VA,39050.0,39050.0,0.5789
American National University,Salem,VA,10735.0,10735.0,0.2632
Norfolk State University,Norfolk,VA,9910.0,21412.0,0.3267
Old Dominion University,Norfolk,VA,12262.0,32662.0,0.4435
Radford University,Radford,VA,12286.0,25185.0,0.4962
Randolph-Macon College,Ashland,VA,48002.0,48002.0,0.746
Randolph College,Lynchburg,VA,29010.0,29010.0,0.5149
University of Richmond,University of Richmond,VA,62600.0,62600.0,0.8784
Riverside College of Health Careers,Newport News,VA,14875.0,14875.0,0.625
Roanoke College,Salem,VA,36774.0,36774.0,0.6589
Shenandoah University,Winchester,VA,36028.0,36028.0,0.7055
Southeastern Free Will Baptist Bible College,Wendell,NC,11250.0,11250.0,0.5455
Southern Virginia University,Buena Vista,VA,20040.0,20040.0,0.3829
Strayer University-Virginia,Arlington,VA,13920.0,13920.0,0.1333
Sweet Briar College,Sweet Briar,VA,25110.0,25110.0,0.481
University of Virginia's College at Wise,Wise,VA,11656.0,32540.0,0.4981
Virginia Polytechnic Institute and State University,Blacksburg,VA,15478.0,36694.0,0.8628
Virginia Commonwealth University,Richmond,VA,16458.0,39042.0,0.6538
University of Virginia-Main Campus,Charlottesville,VA,20986.0,58014.0,0.953
Virginia Military Institute,Lexington,VA,20484.0,51186.0,0.818
Virginia University of Lynchburg,Lynchburg,VA,9248.0,9248.0,0.2609
Virginia State University,Petersburg,VA,9755.0,22006.0,0.4072
Virginia Union University,Richmond,VA,14880.0,14880.0,0.4133
Virginia Wesleyan University,Virginia Beach,VA,36960.0,36960.0,0.4905
Washington and Lee University,Lexington,VA,64525.0,64525.0,0.949
Bellevue College,Bellevue,WA,4305.0,10183.0,0.335
Bellingham Technical College,Bellingham,WA,4226.0,5555.0,0.4545
Big Bend Community College,Moses Lake,WA,4909.0,5443.0,0.3667
Central Washington University,Ellensburg,WA,9192.0,26771.0,0.4985
Centralia College,Centralia,WA,5109.0,5643.0,0.4582
City University of Seattle,Seattle,WA,14589.0,14589.0,0.1667
Clark College,Vancouver,WA,4632.0,10380.0,0.3574
Clover Park Technical College,Lakewood,WA,6634.0,6634.0,0.4066
Columbia Basin College,Pasco,WA,6194.0,8239.0,0.2765
Cornish College of the Arts,Seattle,WA,39913.0,39913.0,0.5198
Eastern Washington University,Cheney,WA,8353.0,25892.0,0.4721
Edmonds College,Lynnwood,WA,4669.0,10553.0,0.3315
Everett Community College,Everett,WA,4301.0,10180.0,0.3826
The Evergreen State College,Olympia,WA,8999.0,30980.0,0.4356
Pierce College District,Lakewood,WA,4686.0,5211.0,0.3122
Gonzaga University,Spokane,WA,53500.0,53500.0,0.8687
Grays Harbor College,Aberdeen,WA,4751.0,10629.0,0.3156
Green River College,Auburn,WA,4580.0,5105.0,0.4121
Heritage University,Toppenish,WA,19920.0,19920.0,0.3981
Highline College,Des Moines,WA,4623.0,5156.0,0.3862
Lake Washington Institute of Technology,Kirkland,WA,5156.0,11017.0,0.3985
Lower Columbia College,Longview,WA,4346.0,5633.0,0.25
North Seattle College,Seattle,WA,5058.0,5547.0,0.3243
Northwest University,Kirkland,WA,36035.0,36035.0,0.6349
Olympic College,Bremerton,WA,4197.0,9740.0,0.3403
Pacific Lutheran University,Tacoma,WA,50964.0,50964.0,0.7099
Peninsula College,Port Angeles,WA,4586.0,5111.0,0.4063
University of Puget Sound,Tacoma,WA,59900.0,59900.0,0.6791
Renton Technical College,Renton,WA,6723.0,7257.0,0.55
Saint Martin's University,Lacey,WA,44210.0,44210.0,0.5709
South Seattle College,Seattle,WA,4865.0,5354.0,0.2625
Seattle Central College,Seattle,WA,4865.0,5354.0,0.3141
Seattle Pacific University,Seattle,WA,38814.0,38814.0,0.6215
Seattle University,Seattle,WA,54285.0,54285.0,0.7331
Skagit Valley College,Mount Vernon,WA,5620.0,7561.0,0.336
Spokane Community College,Spokane,WA,4057.0,5494.0,0.3726
Spokane Falls Community College,Spokane,WA,4058.0,5494.0,0.3039
Tacoma Community College,Tacoma,WA,4920.0,11030.0,0.3277
Walla Walla Community College,Walla Walla,WA,6513.0,7967.0,0.4746
Walla Walla University,College Place,WA,33027.0,33027.0,0.6416
Washington State University,Pullman,WA,12997.0,29073.0,0.6164
University of Washington-Seattle Campus,Seattle,WA,12643.0,41997.0,0.837
Wenatchee Valley College,Wenatchee,WA,5118.0,5652.0,0.3955
Western Washington University,Bellingham,WA,9286.0,27853.0,0.6555
Whatcom Community College,Bellingham,WA,5146.0,11096.0,0.3643
Whitman College,Walla Walla,WA,61492.0,61492.0,0.8098
Whitworth University,Spokane,WA,50920.0,50920.0,0.6839
Yakima Valley College,Yakima,WA,5163.0,5697.0,0.3377
Appalachian Bible College,Mount Hope,WV,18230.0,18230.0,0.7561
Bethany College,Bethany,WV,34816.0,34816.0,0.4625
Bluefield State University,Bluefield,WV,10240.0,17560.0,0.3456
University of Charleston,Charleston,WV,32842.0,32842.0,0.4633
Concord University,Athens,WV,9700.0,20600.0,0.4225
Davis & Elkins College,Elkins,WV,31270.0,31270.0,0.366
Fairmont State University,Fairmont,WV,8454.0,18372.0,0.4832
Glenville State University,Glenville,WV,9412.0,11140.0,0.3549
Marshall University,Huntington,WV,8942.0,20294.0,0.4869
West Virginia University at Parkersburg,Parkersburg,WV,4420.0,9124.0,0.3061
Potomac State College of West Virginia University,Keyser,WV,5040.0,12624.0,0.2598
Salem University,Salem,WV,10750.0,13750.0,0.273
Shepherd University,Shepherdstown,WV,8642.0,19082.0,0.4949
West Virginia State University,Institute,WV,9049.0,14623.0,0.3351
West Liberty University,West Liberty,WV,8732.0,17116.0,0.6062
West Virginia University Institute of Technology,Beckley,WV,8064.0,20120.0,0.3612
West Virginia Wesleyan College,Buckhannon,WV,33494.0,33494.0,0.4945
West Virginia Junior College-Morgantown,Morgantown,WV,14313.0,14313.0,0.5904
West Virginia University,Morgantown,WV,9648.0,27360.0,0.612
Wheeling University,Wheeling,WV,29475.0,29475.0,0.3204
Alverno College,Milwaukee,WI,32794.0,32794.0,0.5051
Madison Area Technical College,Madison,WI,4780.0,7027.0,0.2626
Bellin College,Green Bay,WI,28211.0,28211.0,0.7429
Beloit College,Beloit,WI,58554.0,58554.0,0.6718
Carroll University,Waukesha,WI,37230.0,37230.0,0.696
Carthage College,Kenosha,WI,36500.0,36500.0,0.6051
Concordia University-Wisconsin,Mequon,WI,34250.0,34250.0,0.6431
Edgewood College,Madison,WI,34850.0,34850.0,0.6738
Lakeland University,Plymouth,WI,32286.0,32286.0,0.5575
Lawrence University,Appleton,WI,55461.0,55461.0,0.7642
Maranatha Baptist University,Watertown,WI,20280.0,20280.0,0.6569
Marian University,Fond Du Lac,WI,33000.0,33000.0,0.4119
Marquette University,Milwaukee,WI,48700.0,48700.0,0.8006
Milwaukee Institute of Art & Design,Milwaukee,WI,42268.0,42268.0,0.6327
Milwaukee School of Engineering,Milwaukee,WI,48421.0,48421.0,0.7154
Mount Mary University,Milwaukee,WI,34390.0,34390.0,0.5887
Northland College,Ashland,WI,42491.0,42491.0,0.4332
Ripon College,Ripon,WI,50700.0,50700.0,0.5991
Saint Norbert College,De Pere,WI,44432.0,44432.0,0.7357
Viterbo University,La Crosse,WI,32350.0,32350.0,0.6516
University of Wisconsin-Whitewater,Whitewater,WI,8250.0,17916.0,0.643
University of Wisconsin-Eau Claire,Eau Claire,WI,9277.0,18516.0,0.6756
University of Wisconsin-Green Bay,Green Bay,WI,8342.0,16929.0,0.5309
University of Wisconsin-La Crosse,La Crosse,WI,9651.0,18691.0,0.7119
Wisconsin Lutheran College,Milwaukee,WI,35080.0,35080.0,0.6266
University of Wisconsin-Oshkosh,Oshkosh,WI,8212.0,16125.0,0.5789
University of Wisconsin-Parkside,Kenosha,WI,7855.0,16497.0,0.3982
Herzing University-Madison,Madison,WI,13420.0,13420.0,0.2759
University of Wisconsin-Stout,Menomonie,WI,10142.0,18706.0,0.5253
University of Wisconsin-Superior,Superior,WI,8487.0,16400.0,0.4412
University of Wisconsin-Madison,Madison,WI,11205.0,40603.0,0.8933
University of Wisconsin-Milwaukee,Milwaukee,WI,10020.0,22020.0,0.5119
University of Wisconsin-Platteville,Platteville,WI,8315.0,17274.0,0.6154
University of Wisconsin-River Falls,River Falls,WI,8606.0,16887.0,0.6088
University of Wisconsin-Stevens Point,Stevens Point,WI,8834.0,17854.0,0.5596
Central Wyoming College,Riverton,WY,4680.0,10980.0,0.4043
Laramie County Community College,Cheyenne,WY,4613.0,10913.0,0.3131
Northwest College,Powell,WY,4935.0,11235.0,0.4375
Western Wyoming Community College,Rock Springs,WY,4250.0,10550.0,0.3333
University of Wyoming,Laramie,WY,6938.0,22718.0,0.5985
American Samoa Community College,Pago Pago,AS,5460.0,5760.0,0.4774
Guam Community College,Mangilao,GU,3414.0,4614.0,0.224
University of Guam,Mangilao,GU,6110.0,11414.0,0.4211
Northern Marianas College,Saipan,MP,4038.0,5520.0,0.4216
Universidad Adventista de las Antillas,Mayaguez,PR,8050.0,8050.0,0.4603
Atlantic University,Guaynabo,PR,8280.0,8280.0,0.3574
Universidad Central de Bayamon,Bayamón,PR,5986.0,5986.0,0.3789
Columbia Central University-Caguas,Caguas,PR,7314.0,7314.0,0.5386
Albizu University-San Juan,San Juan,PR,7797.0,7797.0,0.69
Caribbean University-Bayamon,Bayamon,PR,5966.0,5966.0,0.367
Caribbean University-Carolina,Carolina,PR,5966.0,5966.0,0.44
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,6238.0,6238.0,0.3919
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,6340.0,6340.0,0.4794
CEM College-San Juan,San Juan,PR,12900.0,12900.0,0.2584
Universidad Teologica del Caribe,Trujillo Alto,PR,6660.0,6660.0,0.2105
Colegio Universitario de San Juan,San Juan,PR,2340.0,2340.0,0.3013
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,6920.0,6920.0,0.3111
Puerto Rico Conservatory of Music,San Juan,PR,3370.0,3370.0,0.5714
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,7050.0,14125.0,0.3727
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,4902.0,8502.0,0.4493
Huertas College,Caguas,PR,8520.0,8520.0,0.5811
Humacao Community College,Humacao,PR,6560.0,6560.0,0.5493
Inter American University of Puerto Rico-San German,San German,PR,5580.0,5580.0,0.4272
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,5542.0,5542.0,0.3871
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,5580.0,5580.0,0.3537
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,5542.0,5542.0,0.3837
Inter American University of Puerto Rico-Metro,San Juan,PR,5580.0,5580.0,0.316
Inter American University of Puerto Rico-Ponce,Mercedita,PR,5580.0,5580.0,0.4311
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,5580.0,5580.0,0.3285
Inter American University of Puerto Rico-Guayama,Guayama,PR,5580.0,5580.0,0.3936
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,5580.0,5580.0,0.3301
NUC University,Bayamon,PR,8054.0,9884.0,0.5618
University of Puerto Rico-Aguadilla,Aguadilla,PR,5954.0,5954.0,0.4766
University of Puerto Rico-Arecibo,Arecibo,PR,5324.0,5324.0,0.5068
University of Puerto Rico-Bayamon,Bayamon,PR,6284.0,6284.0,0.3141
University of Puerto Rico-Carolina,Carolina,PR,7986.0,7986.0,0.4023
University of Puerto Rico at Cayey,Cayey,PR,5354.0,5354.0,0.4861
University of Puerto Rico-Humacao,Humacao,PR,5364.0,5364.0,0.5293
University of Puerto Rico-Utuado,Utuado,PR,5354.0,5354.0,0.2457
University of Puerto Rico-Mayaguez,Mayaguez,PR,5274.0,5274.0,0.4696
University of Puerto Rico at Ponce,Ponce,PR,5354.0,5354.0,0.5058
University of Puerto Rico-Rio Piedras,San Juan,PR,5324.0,5324.0,0.5248
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,6920.0,6920.0,0.3641
Universidad del Sagrado Corazon,Santurce,PR,6360.0,6360.0,0.436
Universidad Central Del Caribe,Bayamon,PR,6442.0,6602.0,0.5909
Universidad Politecnica de Puerto Rico,Hato Rey,PR,9810.0,9810.0,0.2356
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,6238.0,6238.0,0.4211
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,6920.0,6920.0,0.3021
College of Micronesia-FSM,Pohnpei,FM,5050.0,5050.0,0.2947
University of the Virgin Islands,Charlotte Amalie,VI,5612.0,15521.0,0.2857
Stanford University,Stanford,CA,62484.0,62484.0,0.9282
Purdue University-Main Campus,West Lafayette,IN,9992.0,28794.0,0.831
Parker University,Dallas,TX,17457.0,17457.0,0.7179
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,7050.0,14125.0,0.2362
City College-Hollywood,Hollywood,FL,18615.0,18615.0,0.8333
St. John's College,Santa Fe,NM,38946.0,38946.0,0.6
Mid-America Christian University,Oklahoma City,OK,19896.0,19896.0,0.3333
Beckfield College-Florence,Florence,KY,13295.0,13295.0,0.303
Landmark College,Putney,VT,64290.0,64290.0,0.2651
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,8600.0,8600.0,0.4615
Collin County Community College District,McKinney,TX,1864.0,5614.0,0.2181
ECPI University,Virginia Beach,VA,18484.0,18484.0,0.447
South University-Columbia,Columbia,SC,18238.0,18238.0,0.0
Lac Courte Oreilles Ojibwe University,Hayward,WI,6030.0,6030.0,0.1333
Platt College-Los Angeles,Alhambra,CA,14804.0,14804.0,0.6225
Platt College-Aurora,Greenwood Village,CO,20590.0,20590.0,0.2
Northwestern College,Oak Lawn,IL,18475.0,18475.0,0.3373
University of Massachusetts Global,Irvine,CA,12520.0,12520.0,0.0
New College of Florida,Sarasota,FL,6916.0,29944.0,0.6181
Montana Bible College,Billings,MT,13600.0,13600.0,0.5714
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,9300.0,9300.0,0.3636
Caribbean University-Ponce,Ponce,PR,5966.0,5966.0,0.4167
Caribbean University-Vega Baja,Vega Baja,PR,5966.0,5966.0,0.625
University of Advancing Technology,Tempe,AZ,19430.0,19430.0,0.3929
Paradise Valley Community College,Phoenix,AZ,2358.0,8958.0,0.1977
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,7380.0,7380.0,0.0
Pennsylvania College of Technology,Williamsport,PA,17940.0,25680.0,0.5042
Stone Child College,Box Elder,MT,3610.0,3610.0,0.325
California State University-San Marcos,San Marcos,CA,7739.0,19619.0,0.5418
Hodges University,Fort Myers,FL,15580.0,15580.0,0.2239
Nossi College of Art and Design,Nashville,TN,20350.0,20350.0,0.3548
Bryan University,Springfield,MO,15868.0,15868.0,0.275
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,11500.0,11500.0,0.6154
CEM College-Humacao,Humacao,PR,12900.0,12900.0,0.44
College of the Marshall Islands,Majuro,MH,6840.0,7480.0,0.1418
Northwest College of Art & Design,Tacoma,WA,18100.0,18100.0,0.3636
University of Washington-Bothell Campus,Bothell,WA,12559.0,41913.0,0.6822
University of Washington-Tacoma Campus,Tacoma,WA,12817.0,42171.0,0.6226
Pacific College of Health and Science,San Diego,CA,10732.0,10732.0,0.6727
Bay Mills Community College,Brimley,MI,3320.0,3320.0,0.3036
Fond du Lac Tribal and Community College,Cloquet,MN,5999.0,5999.0,0.2083
Northwest Indian College,Bellingham,WA,3969.0,3969.0,0.2692
Provo College,Provo,UT,16491.0,16491.0,0.6364
Beacon College,Leesburg,FL,49230.0,49230.0,0.5732
University of the Potomac-Washington DC Campus,Washington,DC,6660.0,6660.0,0.5
Rabbi Jacob Joseph School,Edison,NJ,12700.0,12700.0,0.0357
Everglades University,Boca Raton,FL,20768.0,20768.0,0.5775
Herzing University-Orlando,Winter Park,FL,13420.0,13420.0,0.4545
College of Biblical Studies-Houston,Houston,TX,7475.0,9275.0,0.6
Southern California Institute of Technology,Anaheim,CA,20515.0,20515.0,0.7944
Soka University of America,Aliso Viejo,CA,37450.0,37450.0,0.8692
World Mission University,Los Angeles,CA,6920.0,6920.0,0.5
Schiller International University,Tampa,FL,13680.0,13680.0,0.5
Yeshivas Novominsk,Brooklyn,NY,8640.0,8640.0,0.6512
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,21850.0,21850.0,0.4
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL,16400.0,16400.0,0.6449
Galen College of Nursing-San Antonio,San Antonio,TX,16400.0,16400.0,0.6809
Pacific Bible College,Medford,OR,6555.0,6555.0,0.4
Florida National University-Main Campus,Hialeah,FL,16088.0,16088.0,0.2811
South Texas College,McAllen,TX,4920.0,7500.0,0.2758
California State University-Monterey Bay,Seaside,CA,7437.0,19317.0,0.6323
Capella University,Minneapolis,MN,14436.0,14436.0,0.3333
College of Menominee Nation,Keshena,WI,6200.0,6200.0,0.275
Pacific College of Health and Science,New York,NY,11234.0,11234.0,0.6774
Trine University-Regional/Non-Traditional Campuses,Angola,IN,9576.0,9576.0,1.0
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,11691.0,11691.0,1.0
Messenger College,Bedford,TX,11200.0,11200.0,0.5556
New York College of Health Professions,Syosset,NY,14235.0,14235.0,0.5417
Centura College-Chesapeake,Chesapeake,VA,16637.0,16637.0,0.6667
Yeshiva D'monsey Rabbinical College,Monsey,NY,9200.0,9200.0,0.0526
Arizona College of Nursing-Tempe,Tempe,AZ,24853.0,24853.0,0.0909
Eastern International College-Jersey City,Jersey City,NJ,18947.0,18947.0,0.2545
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,11665.0,11665.0,0.2156
Southeastern College-West Palm Beach,West Palm Beach,FL,23584.0,23584.0,0.6667
Strayer University-Maryland,Suitland,MD,13920.0,13920.0,0.0
San Juan Bautista School of Medicine,Caguas,PR,9489.0,15686.0,0.3333
Yeshiva of the Telshe Alumni,Riverdale,NY,9400.0,9400.0,0.0606
Platt College-Ontario,Ontario,CA,14804.0,14804.0,0.5729
American University of Health Sciences,Signal Hill,CA,24575.0,24575.0,0.5
Carolinas College of Health Sciences,Charlotte,NC,19095.0,19095.0,1.0
Western Governors University,Salt Lake City,UT,8300.0,8300.0,0.5089
California Aeronautical University,Bakersfield,CA,35465.0,35465.0,0.4194
Herzing University-New Orleans,Metairie,LA,13420.0,13420.0,0.2857
Florida Gulf Coast University,Fort Myers,FL,6118.0,25162.0,0.5602
Ilisagvik College,Barrow,AK,5260.0,5260.0,0.3571
Dewey University-Carolina,Carolina,PR,7630.0,7630.0,0.6197
Yeshiva College of the Nations Capital,Silver  Spring,MD,11100.0,11100.0,0.5
International Baptist College and Seminary,Chandler,AZ,13500.0,13500.0,0.4286
University of Connecticut-Waterbury Campus,Waterbury,CT,17462.0,40130.0,0.5948
University of Connecticut-Avery Point,Groton,CT,17462.0,40130.0,0.5667
University of Connecticut-Stamford,Stamford,CT,17472.0,40140.0,0.5686
University of Management and Technology,Arlington,VA,9450.0,9450.0,1.0
American InterContinental University-Atlanta,Atlanta,GA,13416.0,13416.0,0.2105
Cascadia College,Bothell,WA,4914.0,10864.0,0.4124
The King's University,Southlake,TX,12480.0,12480.0,0.4
Pacific Islands University,Mangilao,GU,7203.0,7203.0,0.5
Acupuncture and Massage College,Miami,FL,11980.0,11980.0,0.7931
New Saint Andrews College,Moscow,ID,15700.0,15700.0,0.697
Atenas College,Manati,PR,8198.0,8198.0,0.4259
Pillar College,Newark,NJ,24820.0,24820.0,0.3409
Oregon State University-Cascades Campus,Bend,OR,12594.0,34944.0,0.5116
Smith Chason College,Los Angeles,CA,19100.0,19100.0,0.4851
American Institute of Alternative Medicine,Columbus,OH,17291.0,17291.0,0.5455
Universidad Pentecostal Mizpa,Rio Piedras,PR,4220.0,4220.0,0.1429
Nevada State University,Henderson,NV,6368.0,20449.0,0.3103
California State University-Channel Islands,Camarillo,CA,6817.0,18697.0,0.5345
Franklin W Olin College of Engineering,Needham,MA,64458.0,64458.0,0.9222
Pennsylvania College of Health Sciences,Lancaster,PA,31866.0,31866.0,0.6703
University of Arkansas Grantham,LIttle Rock,AR,8280.0,8280.0,0.243
University of the Potomac-VA Campus,FALLS CHURCH,VA,6660.0,6660.0,0.7778
Pacific College of Health and Science,Chicago,IL,7508.0,7508.0,0.6786
Faith International University,Tacoma,WA,8850.0,8850.0,0.6667
Family of Faith Christian University,Shawnee,OK,8220.0,8220.0,0.25
West Coast University-Los Angeles,North Hollywood,CA,37194.0,37194.0,0.4444
Williamson Christian College,Franklin,TN,15010.0,15010.0,0.5
DigiPen Institute of Technology,Redmond,WA,37400.0,37400.0,0.5156
Dewey University-Hato Rey,Hato Rey,PR,6970.0,6970.0,0.5224
Strayer University-Tennessee,Memphis,TN,13920.0,13920.0,0.0
Baptist University of the Americas,San Antonio,TX,7680.0,7680.0,0.2727
Beis Medrash Heichal Dovid,Far Rockaway,NY,10040.0,10040.0,0.1765
Charlotte Christian College and Theological Seminary,Charlotte,NC,11960.0,11960.0,0.0
American InterContinental University System,Chandler,AZ,12310.0,12310.0,0.212
American InterContinental University-Houston,Houston,TX,14842.0,14842.0,0.4545
University of California-Merced,Merced,CA,14167.0,44944.0,0.6915
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,6960.0,6960.0,0.0
Neumont College of Computer Science,Salt Lake City,UT,27375.0,27375.0,0.5655
Johnson & Wales University-Charlotte,Charlotte,NC,40408.0,40408.0,0.5211
Ave Maria University,Ave Maria,FL,28222.0,28222.0,0.5548
ATA Career Education,Spring Hill,FL,14895.0,14895.0,0.6296
Ecclesia College,Springdale,AR,16850.0,16850.0,0.3654
Los Angeles College of Music,Pasadena,CA,25650.0,25650.0,0.4737
SAE Institute of Technology-Nashville,Nashville,TN,17027.0,17027.0,0.4575
Uta Mesivta of Kiryas Joel,Monroe,NY,15000.0,15000.0,0.7841
Harrisburg University of Science and Technology,Harrisburg,PA,23900.0,23900.0,0.4337
Joyce University of Nursing and Health Sciences,Draper,UT,20780.0,20780.0,0.4706
Georgia Gwinnett College,Lawrenceville,GA,4458.0,13244.0,0.198
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,34545.0,34545.0,0.5833
SUM Bible College and Theological Seminary,El Dorado Hills,CA,10460.0,10460.0,0.4615
Strayer University-Florida,Tampa,FL,13920.0,13920.0,0.0
Dewey University-Juana Diaz,Juana Diaz,PR,7630.0,7630.0,0.7083
American Public University System,Charles Town,WV,8400.0,8400.0,0.5323
Huntsville Bible College,Huntsville,AL,4730.0,4730.0,0.0
Gnomon,Hollywood,CA,34215.0,34215.0,0.6667
Bais Medrash Toras Chesed,Lakewood,NJ,8100.0,8100.0,0.3214
Visible Music College,Memphis,TN,22000.0,22000.0,0.4828
University of the West,Rosemead,CA,14718.0,14718.0,0.3111
South University-Tampa,Tampa,FL,18238.0,18238.0,0.0455
Rasmussen University-Wisconsin,Green Bay,WI,11982.0,11982.0,0.625
Columbia Southern University,Orange Beach,AL,5808.0,5808.0,0.3722
Yeshivas Be'er Yitzchok,Elizabeth,NJ,11450.0,11450.0,0.1429
Yeshiva Toras Chaim,Lakewood,NJ,12750.0,12750.0,0.2698
Talmudical Seminary of Bobov,Brooklyn,NY,13200.0,13200.0,0.4304
Southwest University at El Paso,El Paso,TX,16000.0,16000.0,0.6565
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,19944.0,19944.0,0.2349
Remington College-Shreveport Campus,Shreveport,LA,23560.0,23560.0,0.2593
Patrick Henry College,Purcellville,VA,28425.0,28425.0,0.6545
ATA College-Cincinnati,Cincinnati,OH,14075.0,14075.0,0.7143
Galen College of Nursing-Cincinnati,Cincinnati,OH,16400.0,16400.0,0.5476
Strayer University-North Carolina,Greensboro,NC,13920.0,13920.0,0.1667
Strayer University-New Jersey,Piscataway,NJ,13920.0,13920.0,0.0
Chamberlain University-Illinois,Addison,IL,20604.0,20604.0,0.5
Chamberlain University-Ohio,Columbus,OH,19686.0,19686.0,0.0
Chamberlain University-Arizona,Phoenix,AZ,20462.0,20462.0,0.6667
Cambridge College of Healthcare & Technology,Delray Beach,FL,14908.0,14908.0,0.56
Yeshiva of Machzikai Hadas,Brooklyn,NY,10800.0,10800.0,0.7121
Providence Christian College,Pasadena,CA,35147.0,35147.0,0.5263
Polytechnic University of Puerto Rico-Miami,Miami,FL,14082.0,14082.0,0.0
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,14262.0,14262.0,0.0833
Strayer University-West Virginia,Scott Depot,WV,13920.0,13920.0,0.5
University of Minnesota-Rochester,Rochester,MN,14400.0,14400.0,0.5691
Chamberlain University-Florida,Jacksonville,FL,19686.0,19686.0,0.3333
University of Fort Lauderdale,Lauderhill,FL,9810.0,9810.0,0.75
Pacific Rim Christian University,Honolulu,HI,12380.0,12380.0,0.5238
Ascent College,Gainesville,VA,7680.0,7680.0,0.5
West Coast University-Orange County,Anaheim,CA,22685.0,22685.0,0.6429
West Coast University-Ontario,Ontario,CA,37194.0,37194.0,0.5
Strayer University-Georgia,Chamblee,GA,13920.0,13920.0,0.2308
Strayer University-South Carolina,Greenville,SC,13920.0,13920.0,0.0
Strayer University-Texas,Farmers Branch,TX,13920.0,13920.0,0.5
South University-Richmond,Glen Allen,VA,18238.0,18238.0,0.2069
South University-Virginia Beach,Virginia Beach,VA,18238.0,18238.0,0.1364
Touro University Worldwide,Los Alamitos,CA,14600.0,14600.0,0.4231
Herzing University-Kenosha,Kenosha,WI,13420.0,13420.0,0.5
Herzing University-Brookfield,Brookfield,WI,13420.0,13420.0,0.4
Texas A&M University-San Antonio,San Antonio,TX,9548.0,23124.0,0.2937
Strayer University-Global Region,Washington,DC,13920.0,13920.0,0.2
Johnson & Wales University-Online,Providence,RI,13365.0,13365.0,0.0
Fairfax University of America,Fairfax,VA,10128.0,10128.0,0.0
Chamberlain University-Virginia,Vienna,VA,20462.0,20462.0,1.0
National Paralegal College,Phoenix,AZ,7995.0,7995.0,0.3191
Carolina College of Biblical Studies,Fayetteville,NC,6276.0,6276.0,0.2222
